age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_year,join_month,join_day,last_visit_hour,last_visit_min,last_visit_sec,churn_risk_score
55,1,3,3,1,1,3,0,8,147.25,16003.79,28,776.22,1,0,0,1,2,2015,8,14,13,41,12,0
18,1,3,1,1,0,0,2,22,342.04,9666.56,22,763.9,0,1,1,4,0,2017,12,18,0,10,32,0
19,1,0,2,0,0,3,1,16,1026.88,10538.83,28,573.54,1,0,1,3,0,2017,2,12,7,58,33,1
62,0,2,1,1,0,1,2,21,34.06,78235.35,13,773.06,0,1,0,1,1,2016,1,18,14,41,1,0
40,1,1,0,0,3,3,1,12,115.93,26535.26,9,640.95,0,1,1,4,0,2017,8,20,3,28,19,1
55,0,2,4,1,1,1,0,8,130.31,9042.44,5,796.79,1,0,0,1,1,2016,11,14,6,1,12,0
24,0,1,1,1,0,2,2,13,548.07,35128.09,17,631.98,1,0,0,1,2,2015,11,28,21,58,13,1
18,0,2,0,0,3,3,0,14,56.93,21396.84,19,620.3,0,1,1,0,0,2015,10,27,0,10,19,1
58,0,0,4,0,1,3,2,22,35.51,33273.36,17,793.27,1,0,0,1,0,2015,4,25,4,50,30,0
64,1,3,5,0,1,3,2,20,294.18,960.56,13,744.36,0,1,1,3,0,2017,11,19,6,33,50,0
38,0,0,2,1,3,2,1,10,124.46,37357.9,9,570.95,1,0,1,4,0,2016,9,26,17,56,26,1
36,0,2,2,1,0,2,0,17,112.33,28740.73,29,651.81,1,0,1,4,0,2016,7,24,18,41,53,1
53,1,2,2,1,3,1,0,2,191.69,38679.68,27,643.1,0,1,1,4,0,2016,4,11,11,54,52,1
31,0,1,2,0,1,1,2,10,47.46,8803.59,12,936.69,1,0,1,0,0,2016,12,1,4,9,20,1
29,0,3,1,1,3,1,2,11,125.21,33520.07,11,987.98,1,0,1,0,0,2017,8,25,14,30,41,1
54,0,1,1,0,3,1,0,12,258.71,18118.36,8,794.91,0,1,0,1,0,2015,5,26,17,59,30,0
34,0,0,2,0,3,2,1,15,95.53,21358.9,27,0.0,0,1,0,1,0,2015,2,5,1,26,32,1
30,0,3,5,1,1,1,2,10,1906.32,44438.28,13,601.18,1,0,1,4,0,2017,1,20,22,39,43,1
19,0,0,2,0,1,1,2,6,275.3,24756.53,11,549.13,1,0,0,1,0,2015,10,11,5,39,22,1
29,0,1,1,1,1,0,0,7,1787.98,17169.34,8,536.69,0,1,0,1,0,2017,4,18,16,12,39,0
18,0,1,0,0,1,1,0,17,104.07,49671.76,12,516.84,0,1,1,0,2,2015,12,11,1,5,46,1
40,0,3,3,0,1,2,1,10,188.29,60289.71,16,776.26,0,1,0,1,1,2017,9,13,4,59,2,0
30,0,0,1,1,1,2,1,13,271.48,18269.43,23,780.93,0,1,1,2,2,2015,1,3,2,35,26,0
17,0,2,4,1,1,1,2,12,1393.13,16359.17,23,792.09,0,1,0,1,0,2015,3,27,19,48,43,0
26,0,0,0,0,3,1,1,9,34.47,37470.44,19,378.37,1,0,1,2,0,2016,2,3,20,5,36,1
13,1,0,3,0,3,2,2,8,56.09,37068.69,7,0.0,1,0,1,4,0,2017,8,31,2,17,31,0
15,0,3,5,0,3,2,1,14,31.53,47615.78,7,358.39,0,1,0,1,0,2017,4,3,23,4,15,0
33,1,2,0,0,0,3,0,18,166.31,49135.77,20,328.31,1,0,0,1,0,2017,5,28,15,52,49,1
44,0,0,3,1,0,2,0,8,67.6,12155.6,18,782.46,1,0,1,3,1,2015,4,30,17,49,38,0
18,0,3,4,1,1,2,2,6,1053.6,3425.72,5,763.04,1,1,1,3,2,2016,3,2,22,46,9,0
36,1,1,0,0,0,1,1,15,165.78,32542.2,21,550.48,1,0,0,1,0,2015,3,24,19,13,51,1
42,1,1,0,1,1,2,0,9,427.49,49606.14,23,933.32,1,0,1,4,0,2016,4,15,17,58,11,1
47,0,0,0,1,0,3,2,7,669.27,44674.73,25,585.82,1,0,0,1,0,2016,12,31,13,55,7,1
16,0,1,0,0,3,0,1,13,301.93,23365.6,13,268.93,0,1,0,1,0,2016,10,30,14,2,0,1
60,0,2,1,1,3,3,1,13,662.32,37797.51,16,0.0,1,0,1,3,2,2017,4,20,16,12,6,0
25,0,2,5,0,0,2,0,12,73.9,28938.88,34,694.65,0,1,0,1,0,2016,11,6,8,20,14,1
59,1,1,1,1,3,1,0,13,31.75,59920.57,11,800.78,0,1,1,3,1,2016,5,6,11,0,19,0
45,0,1,1,1,0,2,0,6,464.05,38023.97,15,772.32,1,0,1,3,0,2016,10,6,6,57,47,0
10,1,0,0,0,3,3,2,7,266.78,44590.52,18,634.65,1,1,0,1,0,2016,11,21,5,17,25,1
53,0,0,5,1,3,1,0,18,1098.78,45240.62,7,743.71,1,1,0,1,2,2015,10,9,20,55,23,0
25,1,1,1,0,0,3,0,7,351.52,44656.2,7,0.0,1,0,0,1,1,2015,4,1,15,1,12,0
21,1,1,5,1,0,0,1,17,444.49,5046.61,10,629.15,1,0,0,1,2,2016,12,1,18,43,6,0
25,1,1,4,0,1,0,1,17,214.1,97418.32,14,844.98,1,1,1,4,1,2016,4,24,11,18,38,0
48,1,0,1,0,3,1,2,7,361.0,26123.14,5,0.0,1,0,0,1,0,2016,7,8,1,19,28,0
28,1,1,1,1,0,3,0,13,1442.14,90532.89,3,0.0,0,1,1,0,1,2016,1,14,8,14,50,0
21,0,0,1,1,0,2,2,21,161.2,37153.93,13,644.4,0,1,1,0,2,2016,8,13,20,28,45,1
32,1,0,5,1,3,2,0,13,632.63,35299.31,19,723.85,1,0,1,2,0,2015,9,10,22,55,48,0
44,0,1,2,0,1,1,2,15,315.93,41150.29,15,564.75,0,1,1,0,0,2015,5,23,5,47,40,1
32,0,0,0,0,3,2,2,17,31.75,22460.71,12,527.8,1,0,1,0,0,2017,1,26,1,51,27,1
47,1,1,2,1,0,2,1,12,33.82,6716.97,6,0.0,1,0,0,1,0,2016,11,5,11,10,28,1
53,0,1,1,0,3,1,2,6,151.08,62302.83,10,0.0,0,1,0,1,1,2016,4,17,16,25,40,0
57,1,1,0,0,3,1,2,17,271.03,43134.55,29,551.01,1,1,0,1,0,2017,7,1,2,7,31,1
14,0,1,5,0,0,2,2,12,31.12,16276.47,24,971.14,1,0,1,4,0,2017,4,6,15,3,44,0
47,0,1,2,1,3,1,0,16,214.45,7533.85,7,578.39,1,0,1,2,2,2017,2,5,23,6,33,1
61,0,2,3,0,3,2,2,14,44.33,47726.72,18,715.79,1,0,1,4,0,2017,9,9,8,11,29,0
64,0,1,1,0,0,1,2,4,34.01,37707.07,14,798.51,1,0,1,3,0,2016,11,5,17,45,43,0
41,0,1,4,1,1,2,0,11,594.04,7153.26,15,797.87,1,0,0,1,0,2016,1,16,4,9,54,0
59,1,0,5,0,0,1,1,13,626.49,21834.46,28,710.29,1,0,1,0,0,2016,11,19,1,4,8,1
11,1,0,4,1,1,1,2,6,342.19,34397.67,3,767.75,1,0,1,0,1,2017,6,26,5,9,36,0
15,0,1,2,0,3,1,2,9,135.86,35156.84,15,550.27,1,0,1,0,0,2015,6,14,23,33,30,1
20,1,1,2,1,3,3,1,13,34.97,7383.47,6,677.64,0,1,0,1,0,2016,5,13,3,35,46,1
50,0,0,3,0,0,2,0,19,33.26,24603.12,8,716.85,0,1,0,1,2,2015,8,25,16,14,57,0
56,1,0,1,0,3,1,2,9,240.93,40757.78,29,0.0,1,0,1,2,0,2017,7,5,12,21,19,1
49,0,1,2,0,3,2,1,13,173.18,40060.71,23,521.19,1,1,1,4,0,2015,11,13,15,23,53,1
18,0,0,1,1,1,2,0,6,175.02,45214.9,4,704.31,1,0,1,2,1,2015,7,26,16,17,20,0
57,1,0,4,0,0,2,1,15,173.59,24448.01,10,756.83,0,1,0,1,1,2017,2,18,9,48,46,0
47,0,0,4,1,3,2,2,9,34.68,38512.43,14,708.86,0,1,1,2,0,2016,2,1,9,36,1,0
30,1,0,2,1,3,3,0,12,117.81,38007.78,25,617.79,1,0,0,1,0,2017,11,30,17,52,55,1
19,0,0,3,1,1,3,1,6,292.21,29273.76,19,797.68,1,0,1,3,0,2017,8,22,22,12,36,0
16,0,0,0,1,0,2,2,11,112.96,22910.24,15,700.25,0,1,1,4,0,2016,6,20,21,8,59,1
46,1,1,1,0,3,2,0,16,121.51,34687.6,23,779.37,0,1,1,0,2,2015,4,9,15,54,41,0
29,0,1,5,1,3,2,2,13,763.64,39309.11,19,633.42,1,0,1,0,0,2016,5,22,20,20,23,1
12,1,1,0,0,0,2,0,14,362.61,29490.97,5,256.52,1,0,0,1,0,2016,11,15,10,1,50,1
56,0,0,0,0,3,3,2,8,261.18,14372.33,12,508.02,0,1,0,1,2,2017,9,21,11,45,32,1
18,1,2,0,1,1,2,1,7,82.93,38180.27,10,646.89,1,0,1,3,0,2017,9,19,2,27,23,1
33,0,0,5,1,0,1,2,15,394.59,16841.4,27,0.0,0,1,1,0,0,2017,3,5,12,58,28,0
30,0,1,3,1,3,2,1,10,294.19,64897.12,15,788.91,0,1,1,0,1,2016,11,17,16,7,28,0
48,1,1,0,1,1,2,0,14,32.12,20828.13,11,653.71,0,1,1,0,0,2015,1,8,14,12,19,1
31,1,0,0,0,1,1,1,22,32.4,19886.14,10,588.69,1,0,1,2,2,2015,11,7,6,53,45,1
25,0,1,0,0,0,2,0,20,203.07,33512.89,9,0.0,0,1,1,4,0,2017,5,5,0,16,2,1
24,1,1,4,1,1,2,0,18,31.99,1805.21,12,0.0,1,0,0,1,0,2016,7,30,18,39,40,0
43,1,1,0,1,3,1,2,17,249.03,5941.9,18,564.93,1,0,0,1,0,2017,6,3,16,54,54,1
43,0,1,2,1,3,3,1,12,175.14,40304.23,19,392.2,0,1,1,4,0,2017,9,3,22,0,29,1
61,1,1,5,0,0,2,1,7,32.97,9905.95,7,1173.08,0,1,0,1,2,2017,5,29,7,32,5,0
15,1,1,4,1,3,3,1,19,1918.33,7928.61,18,49.85,1,1,0,1,1,2016,3,12,23,15,57,0
21,0,3,2,1,0,1,2,12,30.23,24347.66,18,648.72,1,0,0,1,2,2016,8,20,23,54,52,1
21,0,1,5,1,1,1,2,16,90.11,2006.96,17,750.92,0,1,1,0,0,2016,11,8,7,29,57,0
59,1,2,0,1,3,3,2,16,1462.5,45639.73,15,626.33,0,1,0,1,2,2015,2,13,19,2,57,1
17,1,1,0,1,1,1,2,10,12.34,34782.88,11,0.0,0,1,0,1,0,2015,4,23,8,3,1,1
29,0,0,2,1,1,2,0,14,32.49,12385.15,26,1090.57,0,1,0,1,0,2017,12,18,10,48,7,1
33,1,0,5,0,1,1,1,8,252.29,31978.4,20,679.81,0,1,1,3,0,2017,12,2,9,21,52,1
16,1,0,2,1,3,1,0,16,33.56,49682.14,26,654.45,0,1,0,1,0,2015,2,16,23,44,50,1
37,0,0,2,0,1,2,1,20,118.6,13783.56,24,705.77,0,1,1,0,0,2017,9,5,4,8,58,1
51,1,0,3,0,3,3,2,11,432.95,98078.78,14,1178.6,1,1,1,2,1,2015,12,4,1,40,24,0
11,1,1,1,0,1,2,2,13,905.48,3588.89,22,782.96,1,0,0,1,0,2016,9,18,19,20,24,0
15,0,0,1,1,3,1,2,14,52.89,8008.97,19,767.63,0,1,1,3,0,2017,5,27,18,38,53,0
34,0,0,0,0,1,2,0,12,264.92,19849.18,39,616.15,0,1,0,1,0,2016,2,21,2,48,33,1
58,1,0,0,0,1,1,2,12,32.93,7086.82,13,620.57,1,0,0,1,0,2016,2,28,1,29,8,1
19,1,3,2,0,0,2,1,5,996.99,36167.95,25,698.57,0,1,1,2,0,2015,7,17,22,55,12,1
54,0,1,1,1,3,2,1,8,284.48,20294.54,6,228.72,1,0,1,0,2,2015,12,16,17,24,17,1
40,1,1,5,0,3,1,2,9,108.82,2713.82,14,693.81,1,0,0,1,0,2017,7,13,21,48,9,1
17,0,3,1,1,1,1,0,15,137.08,20875.18,26,694.16,0,1,0,1,0,2017,4,26,6,47,48,1
23,0,0,4,1,3,3,2,18,138.79,30124.62,9,796.87,1,0,0,1,0,2015,1,3,2,20,49,0
11,0,3,5,1,0,1,0,5,114.38,35493.36,64,622.53,0,1,1,0,0,2017,7,5,5,15,27,1
20,1,0,0,1,0,3,1,4,109.9,28532.91,28,0.0,0,1,1,2,0,2016,2,15,1,33,14,1
63,1,0,5,1,0,1,1,13,108.21,22467.25,11,657.93,0,1,1,3,0,2015,5,4,7,48,6,1
20,0,1,2,0,3,2,0,3,229.64,3402.68,27,559.38,1,1,1,4,2,2017,9,11,17,21,32,1
60,1,2,0,0,1,1,2,13,33.87,16983.13,27,629.21,0,1,1,4,0,2017,10,18,20,20,44,1
12,0,1,2,1,0,1,0,6,225.36,35793.3,9,655.56,0,1,1,3,0,2017,8,29,11,20,35,1
17,0,1,5,0,0,1,2,20,66.74,38376.94,13,720.94,1,0,1,2,0,2015,2,1,10,14,5,0
61,1,1,4,1,0,1,0,18,49.96,16244.27,14,779.5,1,0,1,3,0,2017,1,30,18,52,48,0
53,1,0,2,1,1,1,1,12,32.46,34639.61,15,694.61,1,0,0,1,0,2016,10,12,10,56,41,1
57,0,0,4,0,0,1,0,23,45.86,34049.22,5,716.53,1,0,1,3,0,2015,3,3,3,55,30,0
28,1,1,2,1,1,0,1,13,253.31,31167.31,23,627.01,0,1,0,1,0,2016,1,21,13,37,56,1
55,1,1,4,1,3,0,0,21,251.3,8239.88,17,738.98,1,0,1,2,2,2015,1,23,10,24,5,0
44,0,1,4,0,1,2,0,14,359.5,20279.77,28,747.76,1,1,0,1,0,2015,7,22,9,0,35,0
52,1,1,2,0,3,2,2,6,34.62,25290.82,8,600.53,1,0,0,1,0,2017,3,27,4,52,17,1
53,1,1,2,0,0,3,1,20,440.86,41620.95,18,580.35,0,1,1,3,0,2015,11,18,3,33,47,1
22,1,0,2,0,3,3,1,5,366.06,2124.9,13,552.09,1,0,0,1,2,2016,8,2,20,56,2,1
41,1,1,2,1,1,1,0,14,65.68,41814.9,11,602.08,0,1,0,1,0,2015,7,2,7,53,54,1
44,0,2,3,1,1,2,1,17,30.31,36893.21,18,838.3,0,1,0,1,1,2017,2,19,11,48,6,0
60,1,0,2,0,3,1,2,15,55.09,31020.45,16,625.58,0,1,0,1,0,2016,12,13,9,46,3,1
26,0,0,3,0,3,1,1,4,42.99,16199.75,21,749.88,0,1,0,1,0,2016,12,9,14,8,57,0
48,1,1,3,0,3,1,0,7,183.12,43656.69,14,0.0,1,0,1,4,2,2016,3,11,10,19,9,0
33,0,2,0,1,0,0,1,2,423.42,29256.85,20,542.26,1,0,0,1,0,2017,6,8,22,35,6,1
14,1,0,3,1,0,0,0,13,446.61,49488.78,18,0.0,1,1,0,1,0,2015,12,14,20,22,28,0
43,1,0,4,1,1,1,0,6,548.84,15818.48,3,738.58,1,1,0,1,1,2016,11,22,4,19,53,0
36,0,2,4,0,3,0,0,8,204.74,34853.31,9,743.78,1,0,0,1,0,2016,6,28,21,39,16,0
16,0,0,2,0,1,2,2,10,133.91,7152.41,17,517.93,0,1,1,2,0,2016,6,11,18,31,10,1
60,0,2,2,0,0,0,2,19,221.56,13687.87,11,0.0,0,1,0,1,2,2015,7,25,19,19,19,1
49,1,0,4,1,3,3,1,7,126.9,17573.23,13,0.0,0,1,1,2,0,2015,1,14,23,52,21,0
10,1,1,3,1,3,0,0,12,316.66,14032.49,8,792.14,1,1,1,4,1,2016,5,26,3,25,43,0
41,0,1,2,1,3,2,2,15,248.19,10918.19,5,589.01,1,0,1,0,2,2015,10,23,5,10,49,1
16,0,1,2,0,1,0,0,8,208.28,47169.38,15,604.04,0,1,1,2,0,2017,4,14,2,27,56,0
18,1,0,2,1,3,2,0,3,888.79,9741.48,25,643.66,1,0,0,1,0,2016,3,8,10,52,2,1
61,1,3,4,1,0,1,0,13,31.13,34571.77,7,828.44,1,0,0,1,1,2017,11,21,22,46,9,0
47,1,0,3,1,3,1,2,2,355.44,22367.26,22,788.87,1,0,0,1,2,2015,9,7,5,28,41,0
39,1,0,1,0,3,3,0,5,484.84,46619.89,14,1255.86,1,1,0,1,0,2016,12,4,4,58,7,0
39,1,0,0,1,1,2,0,6,52.49,34070.22,17,565.2,1,0,0,1,0,2016,12,8,13,43,54,1
40,0,2,0,1,1,1,0,7,584.11,5358.42,5,706.21,1,0,1,2,0,2015,4,22,7,18,51,1
13,1,1,1,1,0,1,2,12,41.37,21412.92,23,653.77,1,0,1,3,0,2017,12,7,0,3,12,0
37,0,0,2,0,0,3,2,12,244.2,36444.95,30,625.9,1,1,1,2,2,2015,7,18,18,58,35,1
27,0,1,3,0,0,1,2,19,52.54,13416.25,8,773.49,0,1,0,1,1,2015,4,22,3,35,39,0
43,0,2,2,0,3,1,2,11,179.36,8873.02,7,606.28,0,1,1,2,0,2016,5,1,8,45,44,1
21,1,0,1,0,0,2,1,9,168.34,7434.96,26,761.75,0,1,0,1,0,2015,9,4,10,47,19,0
24,1,0,2,0,3,3,1,13,99.85,25768.64,23,666.29,0,1,1,0,0,2017,7,9,1,38,2,1
47,0,1,2,1,1,2,1,16,105.64,45119.06,17,636.64,1,0,0,1,0,2015,12,12,13,8,0,1
57,1,0,3,0,3,1,2,11,373.51,84770.55,2,753.43,1,0,0,1,1,2016,3,22,8,32,24,0
29,0,0,1,0,0,1,2,19,325.05,33657.65,29,607.41,1,1,1,2,0,2015,12,17,16,1,55,1
59,1,1,5,0,3,1,0,18,188.96,13833.47,25,341.35,0,1,1,4,0,2017,8,1,15,22,10,1
30,1,0,3,0,0,0,2,16,243.36,31204.84,8,736.54,1,0,0,1,0,2015,5,21,13,23,26,0
15,0,1,5,1,1,2,2,15,400.67,3168.53,22,712.0,0,1,1,2,0,2016,2,20,0,58,28,1
48,1,1,0,1,1,1,2,13,179.01,18798.86,10,563.52,0,1,1,0,0,2015,9,15,21,52,43,1
19,0,1,0,1,1,3,2,15,81.41,39808.08,26,555.28,0,1,0,1,2,2015,2,18,22,54,17,0
53,1,1,2,1,1,1,2,5,147.92,920.16,12,551.74,1,0,0,1,0,2015,1,29,5,41,20,1
11,0,2,2,0,3,1,1,13,155.33,4251.48,19,620.04,1,0,1,2,0,2016,6,20,5,39,41,0
58,1,2,5,1,3,1,0,16,533.78,45223.7,26,746.33,0,1,0,1,0,2017,6,22,17,23,8,0
23,1,1,0,0,1,1,1,13,64.68,47409.82,28,506.54,0,1,1,2,0,2016,7,26,8,58,25,1
18,1,1,0,0,0,1,1,16,67.4,38665.07,5,642.6,1,0,0,1,0,2016,2,5,1,28,48,1
55,0,0,5,0,3,3,2,3,32.16,30961.79,19,643.95,0,1,1,0,0,2015,2,28,3,31,53,1
18,0,2,3,0,1,1,0,9,956.86,34844.77,14,787.91,0,1,0,1,0,2017,9,15,22,15,30,0
14,1,1,1,1,1,1,1,11,786.87,993.35,8,794.87,1,1,1,0,0,2016,2,19,3,41,36,0
30,1,0,0,0,1,2,1,18,33.89,7090.72,13,338.7,1,0,1,3,2,2015,4,14,13,27,4,1
12,1,0,4,0,0,1,1,8,103.65,18120.28,23,766.88,1,0,0,1,2,2015,7,10,20,1,3,0
11,1,0,0,0,3,1,0,23,80.73,2453.08,14,697.06,1,0,1,4,0,2015,4,3,6,34,22,1
41,0,0,3,1,0,1,2,4,292.84,30910.57,19,799.81,1,0,0,1,0,2015,12,18,16,10,40,0
29,1,2,2,0,1,3,2,13,58.87,8895.98,13,579.37,1,0,1,3,2,2016,7,21,16,5,51,1
10,1,0,5,0,0,2,0,19,105.3,3483.55,14,724.41,0,1,0,1,0,2017,2,25,6,50,51,0
55,0,0,5,0,3,1,2,14,357.8,38237.46,6,707.72,1,0,1,4,1,2015,8,25,23,33,43,0
25,0,2,5,0,1,1,1,15,639.6,26138.79,29,626.15,1,0,0,1,0,2016,5,12,19,50,33,1
58,1,1,0,0,3,3,2,10,494.95,24186.15,13,0.79,0,1,1,4,0,2015,11,8,0,33,45,1
14,0,1,1,0,0,1,0,13,233.44,8194.46,8,772.71,1,0,1,3,1,2016,8,22,9,42,27,0
64,1,0,1,0,3,1,2,15,803.72,22749.37,29,719.02,0,1,1,3,0,2015,6,8,5,41,47,1
12,1,3,1,0,0,0,0,18,427.59,31661.48,18,682.56,1,0,1,2,2,2017,5,14,11,16,49,1
46,1,1,5,1,1,3,2,19,988.0,13740.97,14,798.28,1,0,1,4,0,2017,7,24,0,59,56,0
17,1,1,0,0,3,3,2,8,486.88,24853.86,20,638.84,0,1,0,1,0,2015,12,17,0,8,46,1
47,0,0,4,1,1,2,0,13,106.28,50270.95,14,834.17,0,1,1,3,1,2016,7,2,7,58,54,0
19,1,0,0,0,1,1,2,16,457.76,14611.38,12,975.09,0,1,0,1,0,2017,12,8,3,13,31,1
38,0,1,5,0,1,2,0,18,426.23,95166.22,18,0.0,0,1,0,1,1,2016,11,4,19,46,20,0
25,0,1,2,0,3,3,0,8,425.42,34740.22,22,519.15,0,1,0,1,0,2016,10,4,23,16,27,1
60,1,1,0,1,3,1,1,19,34.51,38878.26,25,644.47,1,0,0,1,0,2016,2,4,8,38,3,1
60,0,3,1,0,3,1,2,10,400.66,51126.64,10,702.58,1,1,1,3,1,2017,7,29,16,4,47,0
55,1,0,1,1,3,1,2,19,671.2,40148.94,10,615.13,1,0,1,4,2,2016,2,18,4,50,17,1
52,1,1,2,0,1,2,0,10,33.9,44480.89,18,641.07,1,0,1,3,0,2017,3,21,22,31,6,1
17,0,0,1,0,1,2,0,14,255.3,49673.49,5,229.43,1,0,1,0,0,2016,9,3,5,55,59,0
32,0,0,0,1,3,1,0,12,245.72,28447.64,29,612.34,1,0,0,1,2,2016,4,8,6,41,11,1
50,0,2,0,1,0,2,1,19,1015.98,10237.57,16,525.76,0,1,1,3,0,2016,4,12,16,59,7,1
51,0,0,1,0,1,3,1,6,323.92,44403.9,24,1637.68,1,1,1,2,0,2015,9,4,4,18,50,0
34,0,2,2,0,0,1,2,18,1228.4,45746.62,28,707.47,1,0,0,1,2,2015,10,10,20,1,27,1
62,0,3,5,1,0,2,0,9,2217.2,9743.22,5,712.22,0,1,0,1,0,2016,9,22,11,6,30,1
29,0,2,4,0,1,2,0,20,261.2,38414.2,7,713.34,0,1,0,1,0,2017,12,21,17,44,30,0
46,0,3,1,1,0,1,0,1,374.79,49846.35,17,631.0,1,0,0,1,2,2015,9,15,3,1,30,1
34,1,1,2,0,0,1,2,7,43.63,4339.28,19,553.12,0,1,1,2,2,2015,11,8,6,14,44,1
14,0,0,0,1,3,1,2,11,34.04,29152.32,28,522.93,1,0,1,0,0,2015,11,7,21,58,18,1
60,0,1,5,0,1,2,2,6,455.85,31868.48,10,716.77,1,0,1,3,0,2015,6,8,4,16,51,1
25,1,1,5,1,1,1,1,18,274.44,45374.75,19,750.69,1,0,0,1,1,2016,4,11,22,31,21,0
47,1,0,1,1,3,2,2,8,882.54,32166.81,26,504.88,0,1,0,1,0,2016,3,30,15,34,30,0
33,0,1,4,1,0,3,2,5,32.75,1651.2,20,739.87,0,1,0,1,0,2015,6,5,0,27,9,0
60,0,3,1,0,3,1,0,2,186.19,9573.23,6,778.7,0,1,0,1,1,2016,8,6,8,53,47,0
64,1,1,0,1,1,2,2,15,46.58,26086.37,21,690.28,1,0,0,1,0,2015,12,22,11,3,15,1
61,1,3,0,0,1,3,0,12,57.92,29822.89,21,215.46,0,1,0,1,0,2017,9,27,0,58,9,1
17,1,0,3,1,1,2,0,25,40.95,8759.38,29,713.06,0,1,1,4,0,2015,9,6,1,36,55,0
53,1,1,2,1,3,1,0,12,269.36,10195.33,49,663.63,1,0,1,2,2,2016,10,24,14,42,32,1
23,0,1,5,0,0,2,2,8,198.34,10896.94,9,772.62,0,1,1,3,0,2016,1,12,12,6,11,0
32,0,0,5,0,0,1,2,10,260.14,74224.24,18,709.43,1,0,0,1,1,2015,7,15,12,31,39,0
60,1,1,4,0,3,2,2,18,102.01,24690.54,10,752.62,1,0,0,1,0,2015,12,19,12,51,18,0
45,0,1,2,1,0,1,0,23,32.89,2006.21,12,624.59,0,1,1,4,0,2016,4,21,0,56,32,1
56,0,0,3,1,3,2,1,14,604.74,47637.06,16,798.71,1,1,0,1,0,2016,12,12,8,43,48,0
37,0,1,3,1,0,2,2,19,929.74,4867.32,14,0.0,0,1,1,4,0,2015,6,29,9,10,44,0
30,0,0,1,1,1,1,0,6,973.57,34768.68,13,0.0,1,1,0,1,0,2015,5,2,12,14,53,0
18,1,0,3,1,1,1,0,22,84.8,44306.73,6,714.02,1,0,1,2,2,2015,4,26,12,21,28,0
33,1,1,5,0,1,2,1,14,827.22,42549.26,21,695.26,0,1,1,2,0,2017,12,13,14,27,18,1
26,0,1,1,1,0,2,2,10,2705.76,30393.05,23,634.22,0,1,0,1,0,2015,9,8,1,57,50,1
44,1,1,5,0,1,2,0,24,158.0,37803.56,20,722.44,0,1,1,0,0,2017,5,25,6,50,30,0
61,1,2,4,0,0,3,0,15,163.46,88963.72,16,845.0,0,1,0,1,1,2017,1,14,11,18,11,0
12,1,0,2,1,0,2,1,5,97.54,1681.54,19,513.11,1,0,1,4,0,2016,9,27,16,47,29,1
59,0,1,3,0,3,1,1,12,121.96,62350.1,17,782.33,1,0,0,1,1,2017,12,13,7,10,19,0
43,1,1,3,0,3,1,0,13,82.25,10030.17,12,0.0,0,1,0,1,1,2015,7,18,14,38,39,0
36,1,0,3,1,3,3,1,10,405.71,6022.5,26,425.55,1,1,0,1,0,2016,12,20,0,42,2,0
27,0,0,0,1,0,2,1,12,826.33,12740.1,27,655.92,0,1,0,1,2,2016,1,15,17,56,45,1
51,0,1,5,0,3,2,2,6,419.0,8624.83,10,0.0,1,1,1,4,0,2016,10,28,1,23,21,1
24,0,0,0,0,0,1,2,15,171.66,16385.2,17,548.39,1,0,0,1,0,2016,1,13,11,28,19,1
58,1,3,3,1,3,3,0,14,1866.17,43775.14,18,796.54,1,1,0,1,0,2017,8,18,14,41,56,0
17,1,1,5,0,3,1,2,8,66.95,1606.16,51,645.41,0,1,0,1,0,2015,5,17,9,14,18,1
37,1,1,1,1,1,2,0,18,43.49,28846.26,6,789.45,0,1,0,1,0,2015,11,4,13,37,55,0
61,0,3,4,1,1,0,2,6,2061.14,22977.97,28,722.63,1,0,1,3,0,2015,1,8,5,13,20,0
57,0,2,2,0,0,1,2,17,249.74,44496.94,7,596.0,1,1,1,4,0,2017,9,25,18,37,31,1
40,1,0,4,0,0,1,2,15,125.6,77253.13,14,738.42,1,0,0,1,1,2017,3,16,14,13,4,0
22,0,1,1,1,1,2,2,6,772.06,2916.27,25,0.0,0,1,1,0,0,2017,3,9,16,15,11,1
23,1,2,5,0,0,2,1,11,206.84,38739.27,11,602.21,1,1,1,3,0,2016,9,20,4,51,7,1
10,1,0,2,0,0,1,2,13,462.75,12851.94,27,0.0,0,1,0,1,0,2015,8,19,20,2,6,1
42,1,1,5,0,0,2,0,13,255.53,26559.83,7,727.69,1,0,0,1,2,2016,6,7,15,16,23,0
43,0,0,1,0,1,3,1,15,34.45,68146.0,17,769.21,0,1,0,1,1,2015,4,10,3,32,57,0
58,0,0,4,0,3,1,2,9,78.84,39608.12,19,743.28,1,0,1,3,2,2017,3,10,2,54,53,0
54,1,1,5,0,3,1,0,13,157.87,34534.17,23,137.86,1,0,0,1,0,2016,5,6,15,13,30,1
15,0,1,0,1,3,1,1,22,32.6,48843.8,22,681.99,0,1,0,1,0,2016,1,6,22,21,12,0
43,0,1,2,0,0,1,2,13,243.41,40840.99,27,0.0,1,0,1,0,0,2016,11,12,18,34,40,1
22,0,2,1,1,1,3,0,10,217.26,53083.29,19,402.94,1,1,1,4,1,2015,10,31,4,3,56,0
