age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_year,join_month,join_day,last_visit_hour,last_visit_min,last_visit_sec,churn_risk_score
36,1,0,2,1,3,2,0,10,34.0,11390.07,29,0.0,1,0,1,4,0,2015,5,31,5,49,34,1
41,0,0,0,1,0,1,0,11,32.8,5376.25,26,625.69,0,1,0,1,0,2017,7,10,3,32,6,1
27,1,0,1,0,0,1,2,21,104.93,13669.31,13,762.99,1,0,0,1,0,2017,10,8,6,38,2,0
36,1,3,2,1,3,2,1,17,62.08,28118.1,26,676.68,0,1,0,1,2,2015,1,22,14,11,15,1
54,0,1,5,1,1,2,1,10,127.23,1972.99,25,786.43,1,0,0,1,0,2017,1,1,20,20,0,0
64,0,0,5,0,1,3,2,13,1224.81,10480.63,5,798.33,0,1,0,1,0,2016,4,11,13,0,49,0
33,0,0,1,0,3,2,1,16,31.26,41571.85,14,799.19,1,0,1,0,0,2016,6,18,7,36,47,0
56,0,1,4,0,0,2,0,13,105.96,83727.45,12,710.74,0,1,1,0,1,2015,9,2,3,40,9,0
39,0,1,3,0,3,3,2,21,55.74,32938.3,24,777.06,1,0,1,2,0,2017,6,20,7,56,5,0
42,1,0,4,0,1,2,1,21,126.9,60284.55,5,793.81,0,1,1,2,1,2015,1,13,2,50,15,0
34,0,1,0,1,2,2,2,21,497.0,21671.07,6,634.42,0,1,1,3,0,2015,4,6,20,17,46,1
44,1,0,1,1,0,2,1,13,103.87,17926.33,16,756.96,1,0,0,1,2,2015,6,20,5,40,48,0
25,1,1,4,1,1,1,2,8,33.89,49053.45,22,778.54,1,0,1,3,0,2016,8,21,15,34,9,0
33,1,2,0,0,0,2,0,8,61.38,43374.13,10,557.39,1,0,1,0,0,2015,8,1,23,27,51,1
51,1,1,5,1,0,1,0,17,306.36,18176.12,6,770.64,0,1,1,2,0,2016,10,4,15,41,29,0
15,0,3,4,0,3,2,1,3,297.29,16412.06,8,800.31,1,0,0,1,1,2016,4,5,21,38,25,0
25,0,1,5,0,3,1,1,19,33.28,22113.54,18,702.29,1,0,0,1,0,2016,11,8,20,1,20,1
40,1,2,1,0,0,1,1,13,1908.03,25525.3,15,759.85,0,1,1,2,1,2016,4,15,11,51,22,0
27,0,3,3,0,1,3,2,2,219.47,32947.39,11,718.3,1,0,0,1,2,2017,12,29,16,9,4,0
48,1,1,5,0,0,1,2,13,60.01,37503.42,16,773.64,0,1,1,0,2,2017,10,27,20,8,52,0
11,0,1,5,1,1,2,0,14,685.81,19522.41,17,709.46,0,1,1,2,0,2016,8,12,12,35,8,0
13,1,2,2,0,3,0,2,3,208.57,46903.39,20,888.82,0,1,0,1,0,2015,6,2,15,42,29,1
26,0,0,4,1,0,3,1,14,1430.44,25456.01,12,734.25,1,1,1,0,0,2015,6,19,15,14,51,0
23,0,0,4,1,0,1,1,23,87.94,99507.46,2,717.16,0,1,1,3,1,2017,9,16,15,36,55,0
31,1,0,5,1,0,2,2,11,32.4,7039.68,23,744.74,1,0,1,2,0,2017,12,23,17,9,30,0
26,1,0,5,0,1,1,2,9,33.61,8112.89,25,727.04,0,1,1,0,0,2016,9,11,0,36,16,0
24,0,1,5,0,3,1,0,24,32.11,4845.53,22,0.0,1,0,0,1,0,2015,1,16,11,52,51,1
24,0,1,4,1,0,1,1,10,587.54,31781.75,4,753.48,1,0,1,3,1,2015,10,5,22,42,54,0
24,0,2,1,1,1,1,1,15,175.47,6193.08,14,0.0,0,1,1,2,1,2015,1,9,14,38,43,0
18,0,1,2,1,3,1,1,19,1042.78,49079.1,20,685.22,1,0,0,1,0,2016,2,1,20,5,42,1
41,0,1,2,0,3,2,2,21,195.36,12171.89,17,540.71,1,0,0,1,0,2017,12,22,13,42,45,0
17,0,1,1,1,3,0,0,4,294.34,40976.11,4,1058.33,1,0,0,1,1,2015,1,15,11,58,42,0
41,1,2,5,1,0,3,0,15,566.82,31600.55,16,609.58,0,1,0,1,0,2017,1,25,4,46,47,1
17,1,0,5,0,3,2,2,19,198.85,51168.03,3,730.94,0,1,1,3,1,2016,7,29,0,0,28,0
26,1,3,5,1,3,2,2,24,574.87,37326.67,15,644.2,0,1,1,2,0,2015,4,8,3,47,26,1
33,1,1,1,1,0,1,2,4,69.49,34298.43,25,612.05,1,0,0,1,0,2016,4,1,11,1,22,1
33,0,1,0,0,0,2,1,21,870.79,4808.3,22,501.16,1,0,0,1,0,2017,9,9,2,24,53,1
26,1,0,3,0,1,3,0,6,410.86,5476.37,7,762.56,1,0,0,1,0,2017,12,30,15,36,16,0
20,0,1,4,0,3,2,2,13,31.65,82308.03,15,787.72,0,1,1,4,1,2015,2,11,21,42,49,0
49,1,0,0,0,3,3,0,21,1374.31,6971.96,29,663.9,0,1,1,2,2,2016,7,25,13,12,51,1
43,1,1,5,1,3,3,0,14,108.16,26034.29,16,691.53,0,1,1,0,0,2015,3,12,0,8,58,1
59,0,2,2,1,3,2,2,10,36.85,28439.25,18,661.68,1,0,0,1,0,2016,2,2,23,27,55,1
11,0,1,4,0,1,3,2,10,32.88,39630.5,25,788.29,1,0,0,1,0,2015,8,28,5,49,53,0
51,0,1,3,1,1,2,0,11,413.08,47093.01,11,758.63,0,1,1,0,0,2017,10,31,13,35,16,0
30,1,1,0,0,3,1,1,8,110.82,4967.0,14,0.0,1,0,0,1,0,2017,5,10,19,29,4,1
22,0,2,5,1,3,2,2,18,81.82,19811.79,21,665.71,1,0,0,1,0,2016,9,25,7,33,43,1
23,1,1,3,1,0,1,2,18,100.01,5841.19,27,784.97,0,1,0,1,0,2017,2,3,9,5,16,0
10,1,1,2,0,0,1,1,20,369.88,2852.17,28,612.71,1,0,0,1,0,2016,9,7,15,7,13,1
24,0,0,0,0,0,1,1,4,645.77,880.87,5,642.6,1,1,0,1,0,2017,6,28,23,54,44,1
21,1,0,2,0,1,1,0,9,93.41,33800.91,10,677.76,0,1,1,2,0,2017,8,20,20,42,23,1
41,0,2,3,0,0,2,2,14,464.42,18184.32,28,798.19,1,0,0,1,0,2015,11,7,3,42,19,0
53,1,2,3,1,0,1,1,10,392.72,13788.12,2,835.39,0,1,0,1,1,2015,12,2,15,31,37,0
55,0,0,0,1,1,1,0,18,35.59,35350.99,12,604.4,1,0,0,1,0,2016,6,12,18,19,9,1
54,1,3,5,1,0,2,1,22,144.43,31132.17,11,397.9,1,0,1,3,0,2015,11,26,1,58,14,0
16,1,2,0,1,0,1,0,5,375.42,34359.45,22,663.01,1,0,1,3,0,2015,11,9,9,55,8,1
18,0,0,0,1,0,2,1,13,87.09,22682.85,16,529.34,1,0,1,4,0,2017,11,1,15,3,14,1
45,0,0,2,0,0,2,2,4,240.55,16559.03,8,573.76,0,1,0,1,0,2015,2,7,0,11,23,1
31,0,1,2,0,1,2,1,9,271.26,43112.32,24,595.17,1,0,1,0,0,2015,8,8,15,0,16,1
47,1,0,1,1,3,2,0,11,31.03,29813.84,19,1053.93,0,1,1,4,0,2017,11,7,5,42,44,0
18,1,2,1,0,3,1,0,22,30.17,28287.9,28,723.23,0,1,0,1,0,2015,4,25,3,28,20,0
20,1,3,3,0,3,2,0,16,244.33,94473.64,17,775.99,0,1,1,4,1,2017,3,21,15,33,41,0
47,1,1,2,1,1,2,0,13,842.17,6036.29,23,633.79,1,1,1,4,0,2017,8,28,2,11,37,1
27,1,1,3,1,3,2,0,10,919.79,77343.56,2,761.66,0,1,0,1,1,2016,10,13,14,40,47,0
41,1,1,3,0,1,2,1,18,32.39,13180.18,14,713.92,0,1,1,3,0,2017,11,3,21,7,35,0
36,0,2,2,1,0,1,2,20,77.09,7754.79,33,672.48,1,0,0,1,0,2017,4,26,21,0,35,1
53,1,0,3,1,1,1,2,8,655.62,43468.73,11,775.46,1,1,1,3,1,2015,11,8,3,55,18,0
46,0,1,3,0,3,1,0,16,1268.65,7540.86,13,0.0,0,1,1,0,1,2015,7,4,15,38,26,0
35,1,0,0,0,0,1,1,7,315.85,46603.57,20,673.36,1,0,0,1,0,2016,1,30,16,28,23,1
10,0,2,4,1,1,1,2,13,722.64,60778.67,5,742.54,0,1,0,1,1,2015,10,22,11,25,18,0
39,0,1,2,0,3,0,1,13,236.28,5398.24,7,996.54,1,0,1,2,0,2017,7,18,8,24,7,1
10,0,1,0,0,3,2,0,6,402.25,8452.19,25,646.2,1,1,0,1,0,2015,9,14,14,33,19,1
23,0,0,4,0,3,3,0,18,30.12,32347.58,28,206.86,1,0,1,4,0,2017,9,6,17,40,44,0
48,0,0,0,1,3,2,2,4,33.96,6074.27,17,567.22,0,1,1,0,2,2017,9,13,21,23,31,1
60,0,3,3,1,1,1,2,13,1270.58,31189.06,4,718.31,1,0,1,2,0,2015,2,9,10,54,42,0
13,1,2,0,0,1,0,1,20,261.76,9540.06,10,503.23,1,0,1,0,0,2015,9,23,15,41,21,1
17,0,1,5,1,1,2,1,10,394.77,35921.82,10,745.89,1,0,0,1,0,2017,3,17,13,26,51,0
56,1,0,0,1,3,1,0,15,72.22,13618.56,10,0.0,0,1,1,0,0,2015,11,20,12,43,9,0
61,1,0,1,0,1,1,1,21,1237.79,37276.43,13,754.82,1,0,1,3,0,2017,9,13,18,57,10,0
15,0,3,2,0,3,1,1,14,70.19,39316.21,22,300.4,1,0,1,3,2,2017,11,19,21,10,29,1
54,1,3,2,1,3,1,1,11,657.31,19078.65,28,211.35,1,1,0,1,0,2016,8,6,12,12,42,1
41,1,0,2,0,0,1,0,6,837.65,39455.6,31,873.01,1,0,1,2,0,2017,3,3,11,34,39,1
25,1,1,2,1,0,2,2,17,222.29,33016.95,13,352.08,1,0,0,1,0,2017,8,10,15,47,47,1
35,0,0,0,0,1,1,1,24,653.05,43643.19,28,506.93,1,0,0,1,2,2015,4,12,22,34,1,1
42,0,1,4,1,1,2,1,13,30.65,46655.01,14,761.23,0,1,0,1,1,2016,2,29,17,32,32,0
34,0,0,2,0,1,3,1,17,213.57,48791.97,15,1140.25,1,1,1,4,0,2017,11,30,6,25,57,1
33,0,0,0,1,0,1,1,15,1237.34,35203.05,29,684.11,1,1,0,1,0,2016,10,9,21,45,59,1
20,0,1,1,0,0,3,1,13,42.07,22880.19,22,0.0,0,1,1,0,0,2016,9,22,15,17,18,1
51,1,0,2,0,1,2,1,14,224.51,44197.03,16,198.52,1,0,0,1,0,2015,11,28,18,53,32,1
13,0,0,3,1,0,3,1,24,41.1,76959.43,11,787.93,1,0,0,1,1,2016,4,15,15,45,26,0
25,1,1,5,0,1,1,2,16,334.07,36997.03,13,760.23,1,0,1,4,0,2016,4,26,14,36,7,0
40,0,1,1,1,0,2,2,8,63.57,20295.34,19,999.68,0,1,0,1,0,2015,4,22,10,38,7,1
24,1,0,2,0,1,0,0,7,391.19,1841.25,10,626.96,1,0,1,2,2,2015,1,21,4,21,56,1
36,1,2,5,1,0,0,2,5,308.72,40251.89,29,0.0,1,0,1,4,0,2016,5,16,1,36,39,0
20,1,1,2,0,0,1,1,10,187.34,31632.11,1,0.0,0,1,0,1,0,2017,3,15,17,42,14,1
56,1,0,3,1,1,1,2,11,203.83,28837.88,26,335.52,0,1,1,2,0,2016,7,10,18,54,39,0
25,1,0,5,0,3,2,0,16,138.54,12055.19,26,729.94,1,0,1,2,0,2017,4,24,17,4,37,0
47,0,1,5,1,1,3,2,10,66.59,15769.4,25,779.26,1,0,0,1,0,2016,8,11,7,56,10,0
37,0,2,3,0,1,2,0,15,31.5,65423.05,7,753.93,0,1,1,3,1,2016,3,27,8,24,15,0
48,0,3,5,1,0,2,0,2,1690.64,30073.59,6,706.06,1,0,0,1,2,2015,12,10,4,58,55,0
46,0,2,2,0,3,2,2,6,135.75,34547.76,10,589.3,0,1,0,1,0,2017,9,5,16,58,50,1
36,1,1,2,0,3,1,2,17,68.31,21025.76,16,0.0,0,1,1,0,0,2015,3,30,13,30,23,1
26,1,3,2,0,0,3,0,14,144.19,32294.89,25,1059.14,0,1,1,2,0,2017,1,29,4,48,1,1
56,0,2,3,1,1,1,1,12,30.49,24843.11,12,799.43,1,0,1,3,0,2017,12,6,14,5,32,0
20,0,1,4,1,3,2,1,4,725.56,34800.25,27,773.15,0,1,0,1,0,2017,8,18,19,24,57,0
59,1,2,0,1,3,1,1,10,78.96,30584.14,8,664.23,0,1,1,2,0,2017,7,11,5,5,15,1
33,0,2,2,0,3,0,1,14,823.71,25414.53,14,0.0,0,1,0,1,0,2016,12,8,3,2,3,1
37,1,0,0,0,3,1,0,1,39.17,49970.61,23,691.94,1,0,0,1,0,2016,7,20,4,4,39,1
16,1,0,2,1,3,3,0,24,109.43,11833.19,12,240.7,0,1,1,4,0,2015,3,28,20,2,1,1
62,0,2,5,1,3,1,2,12,520.74,55162.64,4,721.05,0,1,0,1,1,2016,2,3,4,48,30,0
44,0,1,0,1,0,0,1,18,221.33,6735.31,15,511.61,0,1,0,1,0,2015,5,12,13,59,5,1
52,1,3,5,1,3,2,1,17,212.51,36483.82,43,663.95,1,0,1,0,2,2015,2,26,5,59,12,1
20,1,1,3,0,3,3,2,1,139.55,37306.96,6,738.22,1,0,0,1,0,2015,1,24,9,52,45,0
53,0,1,0,1,0,2,0,23,33.84,25600.49,12,587.77,0,1,1,3,0,2016,4,8,16,8,22,1
31,0,0,0,0,1,1,2,8,523.66,19260.42,13,645.85,0,1,1,4,0,2017,12,8,13,56,33,1
42,0,0,4,0,3,2,2,15,74.41,11675.42,6,761.61,1,0,1,2,0,2015,10,29,16,6,21,0
45,0,1,1,1,0,1,0,9,123.8,29395.99,16,717.83,1,0,1,4,0,2017,10,10,16,19,10,1
51,0,1,5,0,0,1,2,10,1043.04,29748.1,14,380.69,0,1,0,1,0,2016,6,14,11,17,44,1
26,0,0,2,0,3,1,2,20,861.7,2332.03,25,546.95,0,1,0,1,0,2015,5,20,7,42,25,1
42,1,0,2,1,1,1,2,24,131.51,11764.65,29,676.97,0,1,0,1,0,2017,2,9,20,15,32,1
57,0,0,3,1,1,1,2,6,371.23,37096.33,10,778.75,1,1,0,1,1,2016,2,16,10,57,27,0
15,0,0,4,1,1,2,2,9,79.46,61571.91,7,782.87,0,1,1,3,1,2017,11,29,4,25,16,0
30,0,1,2,1,1,3,1,11,40.36,22314.24,7,1124.14,1,0,0,1,0,2016,2,29,13,16,49,1
21,0,0,4,1,0,1,0,1,140.48,34218.93,9,728.13,1,0,0,1,0,2017,7,21,11,13,51,0
40,0,0,3,1,3,1,2,9,148.87,31341.5,10,0.0,1,0,0,1,0,2016,11,15,6,37,37,0
61,0,3,0,0,0,3,0,20,310.01,39541.74,18,663.89,0,1,1,4,2,2015,4,26,1,7,25,1
46,1,2,2,1,3,1,0,3,119.41,41824.1,20,626.36,1,0,0,1,0,2017,8,1,0,10,1,1
46,1,0,3,1,3,3,1,10,254.69,86216.02,43,0.0,0,1,1,4,1,2015,6,17,1,8,8,0
23,1,1,1,1,1,3,2,6,127.72,32673.53,9,1411.88,0,1,0,1,1,2015,9,22,13,43,39,0
15,0,0,0,1,1,0,1,13,1185.7,3363.93,20,545.86,1,0,1,4,0,2016,12,31,7,58,37,1
56,1,0,1,1,0,1,1,20,512.84,41791.02,9,770.91,1,0,0,1,0,2015,7,9,9,34,4,0
34,0,3,2,0,0,1,2,8,803.39,34466.42,23,1087.22,1,0,1,2,0,2017,3,8,18,1,57,1
61,1,1,0,1,1,2,0,5,283.75,7833.66,21,0.0,1,0,0,1,2,2016,2,5,1,24,19,1
41,0,3,5,1,2,2,0,8,404.63,20194.51,10,863.82,1,1,0,1,2,2016,5,20,16,49,41,0
18,0,0,4,1,3,1,0,3,251.85,49116.29,25,722.27,1,0,0,1,0,2017,5,16,5,6,16,0
22,1,0,2,0,0,1,1,22,211.55,22128.86,28,558.41,0,1,1,2,0,2017,4,15,14,8,29,1
42,0,3,3,1,3,0,2,7,937.16,6106.27,23,0.0,1,0,1,3,0,2017,12,4,3,49,52,0
41,1,3,2,0,0,3,0,15,154.61,39550.35,16,892.29,1,0,0,1,0,2015,3,11,15,27,35,1
33,0,1,3,1,0,3,2,7,53.2,52816.03,11,834.85,0,1,0,1,1,2016,7,15,0,43,39,0
35,1,2,0,0,1,3,0,14,33.88,18429.18,23,651.75,1,0,1,3,0,2016,11,19,4,21,13,1
51,1,0,0,1,1,2,2,12,127.76,39103.13,20,622.9,1,0,0,1,0,2017,12,6,4,35,27,1
43,0,1,2,0,3,1,0,11,1155.87,39871.69,22,678.02,1,0,1,4,0,2015,11,13,6,18,15,1
47,1,0,1,0,3,1,1,11,104.43,45174.14,26,1153.51,0,1,0,1,0,2017,6,17,4,20,47,1
55,0,0,2,1,3,3,1,22,1200.83,44899.6,9,631.79,0,1,0,1,2,2015,1,15,16,1,19,1
25,1,3,3,0,0,2,1,9,199.51,78914.06,7,720.09,0,1,0,1,1,2017,3,26,18,56,16,0
19,0,0,1,0,0,1,2,13,162.13,16946.39,16,763.04,1,0,0,1,0,2017,3,20,19,59,51,0
30,0,3,3,0,1,2,1,12,206.24,19278.57,23,267.22,0,1,1,0,0,2015,6,23,23,55,16,0
45,0,0,2,1,1,2,2,20,523.88,38097.37,10,511.34,1,0,0,1,0,2016,3,2,23,57,52,1
34,1,2,2,1,1,1,0,22,156.97,30597.26,23,637.54,1,0,1,0,0,2015,2,2,21,45,5,0
40,1,1,4,0,1,2,0,15,52.53,4007.91,2,265.48,0,1,0,1,1,2017,6,14,22,9,46,0
10,0,1,2,0,0,3,1,18,468.1,47995.78,8,631.6,0,1,1,3,2,2016,7,13,13,21,41,1
21,1,0,4,1,1,2,1,19,103.57,49498.92,17,1031.26,0,1,1,3,0,2016,8,25,17,7,36,0
17,0,1,0,1,1,2,2,21,1213.98,45778.63,21,612.54,1,0,1,3,0,2015,9,28,0,25,32,1
17,0,1,2,0,1,2,0,17,32.92,27231.85,28,1025.83,0,1,1,3,0,2015,4,11,15,21,4,1
48,0,3,0,1,0,3,1,6,617.46,37569.36,15,311.41,1,1,1,4,0,2015,6,17,5,5,23,1
40,1,0,3,0,3,1,1,11,721.02,65140.69,30,805.93,1,0,1,2,1,2015,4,16,7,52,31,0
61,0,0,0,0,0,1,1,22,666.5,9015.8,11,553.51,0,1,0,1,2,2015,9,7,7,18,58,1
20,1,1,0,1,0,1,0,18,33.59,48491.64,24,651.49,0,1,1,3,0,2017,7,26,19,13,58,1
44,1,0,1,0,0,0,2,4,403.42,9621.98,13,0.0,1,0,1,4,1,2015,10,11,16,48,27,0
62,0,1,2,1,0,2,0,2,216.78,6496.61,12,606.4,0,1,0,1,0,2015,10,14,11,24,9,1
35,0,2,2,0,1,1,0,15,340.07,4511.66,11,920.32,1,0,1,4,0,2016,3,23,20,54,55,1
25,0,2,0,1,1,3,1,6,402.7,5198.76,20,692.92,0,1,1,3,0,2016,5,19,8,41,25,0
13,1,1,4,1,3,1,1,3,34.14,32101.37,18,712.53,1,0,0,1,1,2016,8,29,0,12,57,0
30,1,2,2,0,0,3,2,22,458.83,5397.79,12,592.96,0,1,0,1,0,2017,7,14,10,16,47,1
45,0,0,0,1,0,1,1,16,117.54,33464.07,10,537.35,0,1,0,1,2,2016,7,29,3,42,59,1
52,0,0,3,1,1,1,0,13,599.31,15804.93,11,837.98,1,0,0,1,1,2017,12,18,16,0,10,0
51,1,3,2,0,1,2,1,1,33.12,24805.48,12,594.22,0,1,0,1,0,2015,6,17,21,50,45,1
50,0,2,2,0,3,3,0,19,416.94,25184.72,23,619.86,1,1,0,1,0,2015,6,6,12,14,26,1
25,0,0,4,1,3,0,2,18,237.52,46512.4,29,1551.85,1,1,0,1,0,2016,3,19,17,49,15,0
16,1,1,2,0,3,1,0,12,70.45,23072.31,22,601.15,0,1,0,1,0,2016,3,7,23,12,35,1
24,1,3,5,1,0,1,2,13,255.98,31782.02,6,666.52,0,1,1,2,0,2015,9,7,17,46,6,1
61,1,1,1,0,0,1,2,6,322.59,1770.27,42,754.74,1,1,0,1,1,2017,12,26,10,4,15,0
12,1,1,0,1,3,2,1,4,364.41,38539.05,13,612.91,1,0,1,4,2,2015,9,17,6,54,22,1
47,0,0,1,0,1,1,2,3,98.55,40435.75,20,616.26,0,1,0,1,0,2015,2,11,3,55,40,1
18,1,0,5,1,0,2,2,13,33.68,29909.9,25,692.87,0,1,1,2,0,2015,3,31,20,30,59,1
34,0,3,2,0,0,3,2,13,214.84,17600.71,6,570.88,1,0,1,0,2,2015,4,3,5,52,8,1
12,0,1,2,1,3,2,0,10,111.14,21514.67,10,570.58,1,0,1,0,0,2016,7,20,10,31,7,1
32,0,1,3,1,1,2,0,23,67.97,44474.97,18,0.0,0,1,0,1,0,2017,8,1,7,45,25,0
62,1,0,3,1,1,1,2,18,235.09,87671.24,7,789.48,1,1,1,4,1,2017,3,22,10,24,34,0
57,0,1,3,0,1,1,0,2,242.2,75650.65,10,1137.76,1,1,1,4,1,2017,9,5,5,43,1,0
19,1,0,2,0,0,1,1,19,98.39,8403.41,5,704.92,1,0,1,0,0,2017,8,7,19,45,45,1
51,1,3,5,1,1,2,0,17,590.5,7936.45,18,769.14,0,1,1,0,0,2017,9,21,18,45,9,0
36,0,0,0,0,0,1,0,15,327.25,38119.56,23,640.52,0,1,0,1,0,2016,7,15,10,20,12,1
52,1,3,0,0,1,2,1,19,75.55,16062.3,22,1002.47,0,1,1,2,2,2015,12,21,11,12,46,1
17,0,1,0,0,0,2,0,24,112.19,12154.71,15,927.68,1,0,0,1,2,2016,10,29,11,16,55,1
34,0,2,2,0,1,2,1,12,201.78,45885.41,28,668.38,1,0,0,1,0,2015,12,4,13,48,23,1
18,1,1,1,0,0,1,0,7,306.35,31358.38,13,675.85,1,1,0,1,0,2016,6,7,6,50,4,1
17,1,1,4,1,1,1,1,13,33.41,17790.85,7,782.26,0,1,0,1,1,2015,1,23,4,28,58,0
53,1,0,2,0,0,1,0,10,189.28,23854.75,9,658.63,0,1,1,2,2,2015,6,14,4,12,31,1
36,1,3,3,0,1,1,2,10,313.9,45298.42,19,793.99,0,1,0,1,0,2016,7,11,10,52,38,0
55,1,0,4,0,1,2,0,5,249.2,5618.21,5,768.3,1,1,0,1,1,2016,7,7,3,0,57,0
16,1,3,0,1,0,1,1,20,30.71,45665.53,25,712.85,0,1,1,0,0,2016,9,27,12,51,55,1
54,1,2,5,0,3,0,0,17,385.35,47262.13,19,636.66,1,1,1,2,0,2016,9,4,22,24,43,1
11,0,0,5,0,3,2,1,6,175.65,48759.39,16,0.0,0,1,0,1,0,2017,1,25,6,47,47,0
17,0,2,0,0,0,1,2,21,35.71,2269.13,29,699.18,0,1,0,1,2,2015,9,13,15,59,58,1
41,0,0,0,0,3,1,0,17,290.82,30291.03,9,682.71,1,1,1,2,0,2015,12,11,13,4,8,1
62,0,1,1,1,3,1,0,15,186.82,45725.55,7,954.62,0,1,1,4,0,2016,12,31,19,53,40,1
59,1,1,1,0,3,1,2,9,395.3,43978.54,8,789.6,1,1,0,1,0,2017,11,21,11,10,20,0
21,1,1,2,1,0,3,0,24,66.88,29050.54,19,693.73,0,1,0,1,2,2017,3,5,9,44,27,1
23,0,3,4,0,0,1,0,2,30.22,71707.27,2,771.66,0,1,1,3,1,2017,5,6,7,45,16,0
47,1,3,4,0,1,1,1,13,41.16,61727.22,14,836.2,1,0,0,1,1,2015,10,14,9,3,59,0
55,0,1,0,0,0,2,2,14,30.57,39737.97,40,504.3,1,0,0,1,0,2017,11,26,17,31,29,1
37,0,0,5,1,3,0,2,3,254.25,10379.09,27,0.0,1,0,1,4,0,2016,10,13,4,41,53,0
61,1,2,2,1,1,3,1,7,52.66,10470.85,21,516.44,0,1,0,1,2,2017,12,23,7,29,40,1
59,0,2,5,1,1,3,0,13,193.65,32348.25,28,0.0,1,0,0,1,0,2017,7,20,20,15,7,1
18,0,1,1,0,0,2,2,3,76.09,58759.72,10,822.04,0,1,1,3,1,2016,10,8,12,56,54,0
50,0,2,1,1,3,3,1,6,45.6,38769.06,7,635.49,0,1,1,4,0,2015,7,10,5,56,8,1
13,1,1,0,0,1,2,1,12,142.5,2468.4,13,676.33,1,0,1,3,0,2015,1,4,23,57,12,1
23,0,3,1,1,0,1,1,14,57.09,7006.98,20,798.47,0,1,1,4,0,2016,8,30,1,4,59,0
50,0,2,1,1,1,2,0,8,143.8,13883.77,26,758.43,0,1,0,1,0,2017,8,21,9,32,42,0
42,0,2,2,0,0,1,2,8,31.18,28987.92,9,614.93,0,1,0,1,0,2017,1,24,19,52,38,1
49,0,1,0,0,0,3,2,14,56.59,7365.12,14,596.96,0,1,0,1,0,2016,6,4,5,7,40,1
34,0,1,1,0,3,3,2,18,34.75,40726.93,22,0.0,0,1,0,1,2,2017,10,19,3,55,43,1
35,0,1,3,1,1,2,1,23,258.56,11700.08,22,338.09,1,0,1,0,2,2017,2,20,0,21,15,0
35,0,1,5,0,1,1,0,13,975.84,43387.38,22,405.64,0,1,0,1,0,2015,6,25,16,28,22,1
45,1,2,3,0,0,2,2,22,83.22,45088.35,12,795.37,0,1,1,2,0,2017,5,19,2,9,56,0
22,1,1,0,0,1,2,2,5,334.66,43540.92,24,154.01,1,0,0,1,0,2015,5,22,6,26,44,1
23,1,3,3,1,1,3,2,13,263.76,12628.13,2,842.02,0,1,0,1,1,2017,3,5,21,36,46,0
30,1,1,1,1,0,2,1,20,31.26,47432.94,16,1105.59,1,0,1,3,0,2016,8,17,8,0,31,1
25,1,1,3,1,3,2,2,16,85.96,27341.26,10,708.56,0,1,1,3,0,2016,11,12,7,18,21,0
12,0,0,2,1,0,3,0,14,92.34,42879.96,6,1678.19,1,0,1,0,0,2015,5,26,0,52,36,1
19,0,1,3,0,1,2,2,4,30.68,39449.17,17,748.26,1,0,0,1,0,2017,11,23,16,8,23,0
42,0,1,2,0,1,0,1,5,458.91,45848.88,15,606.94,0,1,1,2,0,2017,6,15,10,34,35,1
23,0,1,0,0,3,1,0,25,191.17,45317.64,8,595.65,0,1,0,1,0,2016,6,12,22,14,23,1
35,1,2,3,0,1,1,0,20,72.83,20147.82,17,767.37,1,0,0,1,0,2015,9,14,11,36,10,0
53,1,1,4,1,3,1,1,9,149.57,31938.68,12,790.07,0,1,1,0,1,2017,8,11,22,46,1,0
14,0,0,0,0,3,1,1,14,149.53,13990.75,24,682.76,0,1,0,1,0,2017,8,5,19,45,54,1
30,1,1,4,0,0,3,0,14,395.88,32994.43,22,489.37,0,1,1,2,0,2015,11,22,5,6,31,0
64,1,0,1,0,0,1,2,13,359.54,56441.3,14,750.79,1,0,0,1,1,2016,6,1,17,46,34,0
26,0,0,0,1,1,3,1,22,530.81,37353.5,16,0.0,0,1,0,1,2,2015,7,12,23,20,11,1
10,0,1,2,0,3,1,2,18,52.08,42537.36,17,602.28,0,1,0,1,0,2015,10,12,11,44,33,1
23,1,0,2,0,0,2,0,4,312.72,11952.55,6,311.33,0,1,1,4,0,2017,11,24,14,8,38,1
27,0,0,0,1,1,3,0,23,201.51,42281.12,7,624.2,0,1,0,1,0,2016,1,5,7,19,48,1
42,1,0,4,1,0,1,1,9,101.58,28375.09,8,195.3,1,0,0,1,0,2015,3,9,16,2,9,0
35,1,0,1,1,0,2,2,12,82.93,49066.87,28,689.33,0,1,1,2,0,2015,7,31,14,4,55,1
32,1,0,4,1,0,0,2,24,2120.3,46335.97,17,402.63,1,0,0,1,0,2015,4,10,16,18,30,0
34,0,1,3,1,3,2,0,16,81.32,17629.14,27,717.59,1,0,0,1,0,2017,9,18,21,17,27,0
12,1,0,4,0,0,3,0,11,308.14,31161.26,29,730.78,0,1,0,1,0,2015,11,11,12,23,39,0
46,1,3,3,1,1,1,1,4,30.57,8097.43,17,745.2,1,0,0,1,0,2015,7,7,2,27,26,0
